No-Intro Name,Game Title,Game Code,ROM Version,Byte-Order,SHA256
Tommy Thunder (USA) (Proto) (1997-10-01),LALA,NiE,0 (0x00),big,9f42f697031b19154f1a184ac224bbfa4c4f02a4c1b366dd2617428bdee79c3b
Tonic Trouble (Europe) (Beta),(empty),(unknown),0 (0x00),big,8bb9bb43d2778fe77fd45eb5f58928aca58c75b8d81aeb0185894edcd4f2b660
"Tonic Trouble (Europe) (En,Fr,De,Es,It)",Tonic Trouble,NTTP,0 (0x00),big,03ec2d3d3ba63bd394313589333b8d6781331bc3cca06321beddae76e747bcb6
Tonic Trouble (USA) (Rev 1),Tonic Trouble,NTTE,1 (0x01),big,f6070df42b54b32b64beac42dd77e2f69fb74fa3f93740b9fdd7862d55e75bf4
Tony Hawk's Pro Skater (USA),TONY HAWK PRO SKATER,NTFE,0 (0x00),big,f96e1688a360214844421a230a782a0c0215dddfab81f1bfedade0364648ee52
Tony Hawk's Pro Skater (USA) (Beta),TONY HAWK PRO SKATER,NTFE,0 (0x00),big,f176d2698222758e67a8dddd5f0faa902a9b79a3415845a769cf0a59652027f6
Tony Hawk's Pro Skater (USA) (Rev 1),TONY HAWK PRO SKATER,NTFE,1 (0x01),big,506961e65197aaff2b47ae055b7d28470f80fb925914ebeac9ddc541a7a9fd8d
Tony Hawk's Pro Skater 2 (Europe),THPS2,NTQP,0 (0x00),big,1f675f4a3c73d4e985fb72764a80a6a2b28fd888152d438efcfe629d0d80180c
Tony Hawk's Pro Skater 2 (USA),THPS2,NTQE,0 (0x00),big,6ac38612aaae84f8bba22a33a165c17fba3072b16999edcc9a86ab726008d726
Tony Hawk's Pro Skater 2 (USA) (Beta) (2001-04-20),(empty),(unknown),0 (0x00),big,39df4d15ffdb081a29d399f0df935dad667080b9ffc255f44dcbf559871f2586
Tony Hawk's Pro Skater 2 (USA) (v012) (Beta) (2001-06-04),(empty),(unknown),0 (0x00),big,05946af0bcc0ca1e9c8b17675c24df98038e66864a934b5182ff858993b0d0ae
Tony Hawk's Pro Skater 3 (USA),THPS3,N3TE,0 (0x00),big,93c8a1be89390ef27e5f2da709ca16c9a24936538766c6774640cf534c9d2aee
Tony Hawk's Skateboarding (Europe),TONY HAWK SKATEBOARD,NTFP,0 (0x00),big,10eb3aa1501d8172a711c4bc939fec65afd1f2d79f51e11c59235ca4c29f3585
Toon Panic (Japan) (Proto),(empty),(unknown),0 (0x00),big,5ace3ace72727390d2d6bd6b4421a06d317c3e387cee2b1883a7e6b5eb4768a6
Top Gear Hyper Bike (Europe),Top Gear Hyper Bike,NGBP,0 (0x00),big,37de2e8503c5306d40ab9488f0c74424a5f5dfe795990ba9bd839a0d991ef5b0
Top Gear Hyper Bike (Japan),Top Gear Hyper Bike,NGBJ,0 (0x00),big,9c85d8dac5c32a0cf72b68fda3e0ca7687bbac64d364f8cbf285885c74b05767
Top Gear Hyper-Bike (USA),Top Gear Hyper Bike,NGBE,0 (0x00),big,f2c23cf3bbc4d4bd19cab8575f2ea03e60e3c5f3ed2f5911d1dc829f461e2d66
Top Gear Hyper-Bike (USA) (Beta),(empty),(unknown),0 (0x00),big,83774c23dd3f473bdd5b25dc2baf400332699bfab9fc6c60575148a251384d1f
Top Gear Overdrive (Europe),Top Gear Overdrive,NRCP,0 (0x00),big,f9befa4ff29d2291cf7d82e4b32dcca2e516add8d75365328ea5f7280bea0e97
Top Gear Overdrive (Japan),Top Gear Overdrive,NRCJ,0 (0x00),big,005cf83582fbfb734340b36c6643be260ae921bde249005e47de546827190db6
Top Gear Overdrive (USA),Top Gear Overdrive,NRCE,0 (0x00),big,489da63fda3c10cdac69515968377a2334a1bfe868b92d4d0dfb27980e0f3498
Top Gear Overdrive (USA) (Beta),(empty),(unknown),0 (0x00),big,917f2f7ae45bb14a0c588e266f0909a0f2be206bd6b78d33b29be138cedcf46f
Top Gear Rally (Asia) (En),TOP GEAR RALLY,NGRX,0 (0x00),big,159b558f1f6810fbf2b9081fe7f1d100af5765b61bef2fc223c8d8cfc4506f43
Top Gear Rally (Europe),TOP GEAR RALLY,NTRP,0 (0x00),big,a519d53ddc8481a0fcc8f92034257b86a363b9e75ae4438ac4fad6c3e018e8c3
Top Gear Rally (Japan),TOP GEAR RALLY,NTRJ,0 (0x00),big,d880e9bd0d7e354fa421eff6b91f776d9b7d67fdae560e038deb31efe9b0402e
Top Gear Rally (USA),TOP GEAR RALLY,NGRE,0 (0x00),big,af2ac2550273fa340d84e3674a2d3c60a921a47b5dbf19662fe006c379fafc40
Top Gear Rally 2 (Europe),TOP GEAR RALLY 2,NL2P,0 (0x00),big,a59a4e5bed8bd6957f0b7ff32e5a0971b72781dc12923a7b373d30a25a755f79
Top Gear Rally 2 (Europe) (Beta) (1999-08-31),(empty),(unknown),0 (0x00),big,0565c4866e2147527919ed22a2b3a8c302c6575db3ec5ecb8e2457763845c7f8
Top Gear Rally 2 (Japan),TOP GEAR RALLY 2,NL2J,0 (0x00),big,03f75da442cc31b9d4546020f956365a90ac9c5069aa628c338c60d231553556
Top Gear Rally 2 (USA),TOP GEAR RALLY 2,NL2E,0 (0x00),big,e3e523e92aaad69abda8df4cd4aa92505f5d8fa4d67fac4bbe6980666237c4db
Top Gear Rally 2 (USA) (Beta),TOP GEAR RALLY 2,NL2E,0 (0x00),big,c06049ac701f5c4d0035704b8df96b3f31e1e02e9cd084259b2166804e59a5a1
Tower & Shaft (Japan),(empty),(unknown),0 (0x00),big,a24bf020e4157ccdb6407d443e0385ab3c710f46f43900986c570e648a831c3e
Toy Story 2 - Buzz l'Eclair a la Rescousse! (France),Toy Story 2,NTHF,0 (0x00),big,5ff7efb853a66959e1a8a96d94942d96ea97d5409769edcb4952db41b0c82a04
Toy Story 2 - Buzz Lightyear to the Rescue! (Europe),Toy Story 2,NTHP,0 (0x00),big,ae77d1d9b5aa207ea2ec5daa0a0d6bd680425041bacb9dfdc984dd0ec8f39fa1
Toy Story 2 - Buzz Lightyear to the Rescue! (USA),Toy Story 2,NTHE,0 (0x00),big,b8b0db1259ca80b4397c3c58ef63d38100a69d436ed3f097079eb81d07e764c9
Toy Story 2 - Buzz Lightyear to the Rescue! (USA) (Rev 1),Toy Story 2,NTHE,1 (0x01),big,b2a75b38f148d12c29088885d755ae3e9e6320f14cc4c1881826c8fe3cf2bc51
Toy Story 2 - Captain Buzz Lightyear auf Rettungsmission! (Germany),Toy Story 2,NTHD,0 (0x00),big,04392e31d7be9b6b138e3030a08d256326071a0dbe16398d2ea7b1836427249b
Toy Story 2 - Captain Buzz Lightyear auf Rettungsmission! (Germany) (Rev 1),Toy Story 2,NTHD,1 (0x01),big,ff1103ff721d26b0d4807de88ad2229bf2ac8957a2b862f631ee22c473be4842
Transformers - Beast Wars Metals 64 (Japan),BEASTWARSMETALS64,NTBJ,0 (0x00),big,8f9aea4cdf8cbf85a62efab04bc39b43fee7b73bac489bd38af62ff0955cd462
Transformers - Beast Wars Transmetals (USA),BEAST WARS US,NOHE,0 (0x00),big,aae1c838d88a4ff7eac6b515452265416141f22bc5dea760c66d0f1eb811165b
Triple Play 2000 (USA),TRIPLE PLAY 2000,N3PE,0 (0x00),big,61685117852b7a202c8dbc21a5b80c601980e48c937aa036d659605e7043287b
Tsumi to Batsu - Hoshi no Keishousha (Japan),TSUMI TO BATSU,NGUJ,0 (0x00),big,750c67c56762678d44260831dc15206f50b1a5589ffcd7f6aaad85beafa7d5ba
Turok - Dinosaur Hunter (Europe),TUROK_DINOSAUR_HUNTE,NTUP,0 (0x00),big,9c9ea5dffe062ebc5038827a5b1d16100752561de6d904eec4186620bc351a0a
Turok - Dinosaur Hunter (Europe) (Rev 1),TUROK_DINOSAUR_HUNTE,NTUP,1 (0x01),big,0b55834cd737391353c2359f225253e6a2e9bf2121080d376aef7f9a36871d44
Turok - Dinosaur Hunter (Europe) (Rev 2),TUROK_DINOSAUR_HUNTE,NTUP,2 (0x02),big,4c12397d7a85896e488df15f1329f7fe66502323fcec589b7e0c726a1c93c969
Turok - Dinosaur Hunter (Germany),TUROK_DINOSAUR_HUNTE,NTUD,0 (0x00),big,5bf631a7a35a44ce8f5f29e30c6882bb533a7ec09074549e21d32f8163d1ecf0
Turok - Dinosaur Hunter (Germany) (Rev 1),TUROK_DINOSAUR_HUNTE,NTUD,1 (0x01),big,516cd32e66166cce82e49c4b6bb8054a677fb482141282b1cc682bff6dce1371
Turok - Dinosaur Hunter (Germany) (Rev 2),TUROK_DINOSAUR_HUNTE,NTUD,2 (0x02),big,f608a67ab6c3262683da4d207c029ff8d2a08e5aa6375e583935c094503b10b7
Turok - Dinosaur Hunter (USA),TUROK_DINOSAUR_HUNTE,NTUE,0 (0x00),big,4111045ae8e05da883037906dc9f693d8e6f55ad6b3a0c43a9472c632486e082
"Turok - Dinosaur Hunter (USA) (Demo) (Kiosk, E3 1997)",(empty),(unknown),0 (0x00),big,6134251820b4ff94c62c1a83f9eca4dc27f72dfe2f3f71aaaa7c4b81dbd99cdf
Turok - Dinosaur Hunter (USA) (Rev 1),TUROK_DINOSAUR_HUNTE,NTUE,1 (0x01),big,876dc5e9962962b3fdf6248b7611c62b0df117a855d987b39cf8ee1fb3257f96
Turok - Dinosaur Hunter (USA) (Rev 2),TUROK_DINOSAUR_HUNTE,NTUE,2 (0x02),big,3f46508afd36173886f8a6ea65066663c431be9e1edb8d299356569d87e48bab
Turok - Legenden des Verlorenen Landes (Germany),Turok: Rage Wars,NRWD,0 (0x00),big,9dc401252bacb2ad7412ef003f97f28cb225d76b3cc76f430fbc27fa05067ca8
Turok - Rage Wars (Europe),Turok: Rage Wars,NRWP,0 (0x00),big,d763cbbe485a5f9e1b7be97d5ac16735087e23d0bb62c05dc844e01b7e1156d1
"Turok - Rage Wars (Europe) (En,Fr,It)",Turok: Rage Wars,NRWX,0 (0x00),big,511f6c876586bf401faf01a270c67f26fcb7db55ed3f35759c71ab15a29de750
Turok - Rage Wars (USA),Turok: Rage Wars,NRWE,0 (0x00),big,0433043aaba2649bdd1fe717c4020550ac663c0362527aa082490f5977a3e46b
Turok - Rage Wars (USA) (Rev 1),Turok: Rage Wars,NRWE,1 (0x01),big,5dfbae59e4a3860b740ccbb28f33aad624315e30bfca6d60abd62d12a89e0089
Turok 2 - Seeds of Evil (Europe),Turok 2: Seeds of Ev,NT2P,0 (0x00),big,6c8ec2083adeb6eb7bc0aad865384f77a8f89a98ff21b74a630dd85e8256ebf8
Turok 2 - Seeds of Evil (Europe) (Demo) (Kiosk),Turok 2: Kiosk,NTYP,0 (0x00),big,9b3cda34ff7926fd0d39ac6d97dff4736ac0ab024a4c69fa0b7ce5ad03634357
"Turok 2 - Seeds of Evil (Europe) (En,Fr,Es,It)",Turok 2: Seeds of Ev,NT2X,0 (0x00),big,9bf5a28d059f0a2ce8a5bfb8aaa9ba2bfbd204c1bc889198ed70fcb18db2647b
Turok 2 - Seeds of Evil (Germany),Turok 2: Seeds of Ev,NT2D,0 (0x00),big,7545e13528bad67c540668777322ed82e69d7d76efdcd46e6bf46a48a1289f5d
Turok 2 - Seeds of Evil (USA),Turok 2: Seeds of Ev,NT2E,0 (0x00),big,a182ff273697bd337c17be427041a1dee6dec0f90d7d62407843c5eabb7e6ef0
Turok 2 - Seeds of Evil (USA) (Demo) (Kiosk),Turok 2: Kiosk,NTYE,0 (0x00),big,59ef6223fec824af3499ec37d08432190c648c1061aa877d0373da3e918443a1
Turok 2 - Seeds of Evil (USA) (Rev 1),Turok 2: Seeds of Ev,NT2E,1 (0x01),big,cb62df8e8085fc1828b943723b2cd164aeabbe53b2940314189d4133233dfb86
Turok 3 - Shadow of Oblivion (Europe),Turok 3: Shadow of O,NTKP,0 (0x00),big,26520b99cbadf6a2f095ec94d898907901a9541703c34976f5f8c926bc90b706
Turok 3 - Shadow of Oblivion (Europe) (Beta) (2000-05-31),(empty),(unknown),0 (0x00),big,c7ca62ac76c1e96181094c9b34f4991d2d927c2043013c0a9064b615f4514cd8
Turok 3 - Shadow of Oblivion (Europe) (Beta) (2000-06-06) [b],TUROK3,ABCD,0 (0x00),big,6b56c8c5a2e9c8ee4a2333acdc71f1ddaeb8c2636a660b386257ab951e60fff4
Turok 3 - Shadow of Oblivion (Europe) (Beta) (2000-07-10) [b],turok,NSED,0 (0x00),big,49be8c172cfcbc4045efac35a4c9b423788e1721360a138af76c7d5e8ddaad8a
Turok 3 - Shadow of Oblivion (Europe) (Beta) (2000-07-16T211412),turok,NSHT,0 (0x00),big,12f6f14c38c3a19fa332d2068bcf11f36ab2d82982c40788ea6c17655e50872c
Turok 3 - Shadow of Oblivion (Europe) (Beta) (2000-07-16T220245),turok,NSHT,0 (0x00),big,24e7e1ba7bb79156f0181227192383575e22dfd67279f7660d4d44111436ecf3
Turok 3 - Shadow of Oblivion (Europe) (Beta) (2000-07-18),TUROK3,ABCD,0 (0x00),big,628cdd8067ff066d02d7a08b375f5b64ac6131127a510d4fc0050135225c2574
Turok 3 - Shadow of Oblivion (USA),Turok 3: Shadow of O,NTKE,0 (0x00),big,9ac5a8049d6c0dce16fd0ac2898fb42fec42455ca8497d3244de215df1e6e096
Turok 3 - Shadow of Oblivion (USA) (Beta) (2000-05-03),(empty),(unknown),0 (0x00),big,73857c14229df113fb20a05e726a36e71b039ca9d5862c917eac2c6bb35a9727
Turok 3 - Shadow of Oblivion (USA) (Beta) (2000-06-26),turok3,ABCD,0 (0x00),big,3489e1b20daf77e67a5fc6a20973a8bc2fd4ed83c35ac512be5d7bcfe9909df0
Turok 3 - Shadow of Oblivion (USA) (Beta) (2000-07-16),turok,NSHT,0 (0x00),big,78175f1a4731ecc25dbc52987e3dcc12464d3d0be8bd9f6eeeeea71e14cfad9f
Turok 3 - Shadow of Oblivion (USA) (Beta) (2000-07-18),turok3,ABCD,0 (0x00),big,bd01280dd12dc579da8dbb080c79b97cedab0d535334c913b5206815eaf8d2dc
Twisted Edge - Extreme Snowboarding (USA),TWISTED EDGE,NSBE,0 (0x00),big,ae18c310cc6130ba7cb38068fc34ce3e2cd01b1311ee1112613cb5dd5048bf9a
Twisted Edge - Snowboarding (Europe),TWISTED EDGE,NSBP,0 (0x00),big,a00c0c81651f01a7c88e120c09028ae8419ef7627ad3f912ab3a036fe400e3ec
Utchan Nanchan no Hono no Challenger - Denryuu Ira Ira Bou (Japan),(empty),NIRJ,0 (0x00),big,d702729e9702b3db6a6dbb5fd91767d07108d97c91b41a2dbc89cf75eba7515e
Viewpoint 2064 (Japan) (Proto),(empty),(unknown),0 (0x00),big,a909dc41517a07f22eabba5a8b3f68968cf608be1c81a41e5276bcde515ba7e3
Vigilante 8 - 2nd Offense (Europe),V8: SECOND OFFENSE,NVGP,0 (0x00),big,f752fbc6ba026fe4efef6f79df7a8e509762507ad5442ad0aa09a68da484d9e7
Vigilante 8 - 2nd Offense (USA),V8: SECOND OFFENSE,NVGE,0 (0x00),big,46bc15e6fa247275c6c5683cbd4f32646247de9952da68078582eee43d30b4ce
Vigilante 8 (Europe),VIGILANTE 8,NV8P,0 (0x00),big,7499ee925f730d3b9536abd2b3e97de43207c925c45e7462a8d2bdbc634448b1
Vigilante 8 (France),VIGILANTE 8,NV8F,0 (0x00),big,20c61c00a592b2084803fa1490af32b75bc225dd1bde3832dd2341116cf0b13e
Vigilante 8 (Germany),VIGILANTE 8,NV8D,0 (0x00),big,33067628015f159e1a35387f0be04430e1bb52f5b3bd730117c1b397c1a4b918
Vigilante 8 (USA),VIGILANTE 8,NV8E,0 (0x00),big,fd75b40f561049b70b7e0bc652584062061fd17cf23e518700f5dcc5d4938799
Violence Killer - Turok New Generation (Japan),VIOLENCEKILLER,NT2J,0 (0x00),big,b26e277246cda342b0ecd4ef03ff663a8e489bf8779a6f9318c4ccc510bb1257
"Virtual Chess 64 (Europe) (En,Fr,De,Es,It,Nl)",VIRTUALCHESS,NVCP,0 (0x00),big,520a4f53ca23cad5cafb03025117858a1fe474146bd49ace2d270161da4e992c
"Virtual Chess 64 (USA) (En,Fr,Es)",VIRTUALCHESS,NVCE,0 (0x00),big,ac19658807101ea90ee1971e82145117203a85e4137a3417bc9bce8ff8f04e46
"Virtual Chess 64 (USA) (En,Fr,Es) (LodgeNet)",VIRTUALCHESS,NVCG,0 (0x00),big,c06a7d8c1182621d1512fb9b1657be47bd1219cca190dd2625b55b4f01a958dc
Virtual Pool 64 (Europe),Virtual Pool 64,NVRP,0 (0x00),big,06b14029b7ae53de5d3097b2641563eb2bf402f9920779faada96dc380c082f3
Virtual Pool 64 (USA),Virtual Pool 64,NVRE,0 (0x00),big,e263c17be9deae7acf8eb1850948c179ec45a1409cd373682cc37c0251881efe
Virtual Pool 64 (USA) (LodgeNet),Virtual Pool 64,NVRG,0 (0x00),big,73be69ba1c5b583514828c425b0c78072ea9614d619e3ae84f4b1572e0f4a975
Virtual Pro Wrestling 2 - Oudou Keishou (Japan),2,NA2J,0 (0x00),big,358e9a345438155c6bd57da4bbf0f7a9fa1b4f7d5b1b726e8076c38f0f987e52
Virtual Pro Wrestling 64 (Japan),64,NVPJ,0 (0x00),big,8b7191ae5489fc71c7a18c05a0afba035a88d8f22a2b047253dd9c524fb88921
Vivid Dolls (Japan),VIVID DOLLS,ZSAJ,0 (0x00),big,9ac6e7c1baeec5f1cf4e26bff356d136d3f22dd0871c0d2bf6af16fa8d948692
"V-Rally Edition 99 (Europe) (En,Fr,De)",V-RALLY,NVLP,0 (0x00),big,d510b5ccf5a0513ce0a3776f045f7ef9a4983a07e0d00a31f0b1ae5d3eb2d4a7
V-Rally Edition 99 (Japan),V-RALLY,NVYJ,0 (0x00),big,1aa7e06bb6ff4360a1d47d509486002c1ab5dfd08f1c8555979c855f398e2537
V-Rally Edition 99 (USA),V-RALLY,NVLE,0 (0x00),big,7bd50354861472b6de24f89e133c6fedb2ce91ac7802df2d618175c83b028585
Waialae Country Club - True Golf Classics (Europe),Waialae Country Club,NWLP,0 (0x00),big,054aa1854980abaf7bbc4f7d5dba719ad60dac36ae0da75de0129c9c81b52b35
Waialae Country Club - True Golf Classics (Europe) (Rev 1),Waialae Country Club,NWLP,1 (0x01),big,721a315a19da27bda3ab701e184f8b2a6e8c7396ad331ebc3ae9756d471d6cfc
Waialae Country Club - True Golf Classics (USA),Waialae Country Club,NWLE,0 (0x00),big,75532cf3a0931e848cfcf22677e2c4356fcd691d9ed5b2d0d0268777ee4aefb9
Waialae Country Club - True Golf Classics (USA) (Rev 1),Waialae Country Club,NWLE,1 (0x01),big,3b09a12895b177f483940d1bcc7c8306f15ab0f2c7dcd1ff2ec450ea48f50c30
War Gods (Europe),WAR GODS,NWAP,0 (0x00),big,f6a18d9691aecf0e3491b8dfa67cd83d23464d026d9cb03809ab0b980f21f54f
War Gods (USA),WAR GODS,NWAE,0 (0x00),big,7247b79c49474c468e448b5ba58a28f8d1556139bfd08fb19770fad3db8b25f6
"Wave Race 64 - Kawasaki Jet Ski (Europe) (En,De)",WAVE RACE 64,NWRP,0 (0x00),big,8897da0cb6e286659ac4d72c5737f6fe97a51bcdfc6e2328ae7dfc0715bf1761
Wave Race 64 - Kawasaki Jet Ski (Japan),WAVE RACE 64,NWRJ,0 (0x00),big,51271d9395056349bc3c6b660d680293efd9e450f2d656867623278ce3294171
Wave Race 64 - Kawasaki Jet Ski (Japan) (Rev 1),WAVE RACE 64,NWRJ,1 (0x01),big,92b63d8f34dd4adb87b36421179f4c36a6be13ca32a3c32ab9907fa5a66737b2
Wave Race 64 - Kawasaki Jet Ski (Japan) (Rev 2) (Shindou Edition),WAVE RACE 64,NWRJ,2 (0x02),big,c53b79a5e6014b5e03b016fadbd5c493270162c17c9624530fc726ea5e3f7b81
Wave Race 64 - Kawasaki Jet Ski (USA),WAVE RACE 64,NWRE,0 (0x00),big,ffef8ea601f5a621d37cfa1d4a83d02274798c9e46ef7193375eacd580e701c6
Wave Race 64 - Kawasaki Jet Ski (USA) (LodgeNet),WAVE RACE 64,NWRG,1 (0x01),big,d775a0c3936a1b563e7082d92094e168d7b3da5114eae4a7bd3e711f3430937f
Wave Race 64 - Kawasaki Jet Ski (USA) (Rev 1),WAVE RACE 64,NWRE,1 (0x01),big,f35d2423ebcb86eaf86fa935b613c7532b123a7bc50fb74996984c3b02fc3999
"Wayne Gretzky's 3D Hockey (Europe) (En,Fr,De,Es)",W.G. 3DHOCKEY,NWGP,0 (0x00),big,8a4bda81962af21548c70f6c239290e03ed5fe7492ed6e1074ba002aa631dd89
Wayne Gretzky's 3D Hockey (Japan),WGHOCKEY,NWGJ,0 (0x00),big,9b8af6fd3e6bbd2ca713d780ba449944076ff3d2c6ce15068651feed445e7037
Wayne Gretzky's 3D Hockey (USA),W.G. 3DHOCKEY,NWGE,0 (0x00),big,72a17d3604182ec85a7dd6d7e4712ec6902a768e997734a53248f4ffeae577f0
Wayne Gretzky's 3D Hockey (USA) (Rev 1),W.G. 3DHOCKEY,NWGE,1 (0x01),big,e8f5d17ee66414102ebc2bae752ffb9f74c9e4c5960e6cbf18b72db1a3ff3814
"Wayne Gretzky's 3D Hockey '98 (Europe) (En,Fr,De,Es)",W.G. 3DHockey98,NW8P,0 (0x00),big,8d772114b3511a65c586145035d90ef5bc44ba691bf65304fbb581b41df1f19f
Wayne Gretzky's 3D Hockey '98 (USA),W.G. 3DHOCKEY98,NW8E,0 (0x00),big,7dbcc38d473efaf9c524274dcbd3cbd267d2d43e65c674c667c3843622bd726a
WCW Backstage Assault (USA),WCW BACKSTAGE,NWVE,0 (0x00),big,cf4169a5489d25711fb94e6c716ab5bf00b9aaf742556f5142998e20bffce7e7
WCW Mayhem (Europe),WCW MAYHEM,NWMP,0 (0x00),big,d8c97d05f5050636a5756ddac73d1983ab636544f996a6a5d3dd5d15a14339b2
WCW Mayhem (USA),WCW MAYHEM,NWME,0 (0x00),big,45acaf7b9d36436d73aef1ddc130b48ad115e5c8a3a4efafedf621afaddc2edf
WCW Nitro (USA),NITRO64,NW3E,0 (0x00),big,4ade28775c54157fca8763de388442b5ca149111b13cd7f1d2e6429c90eaf065
WCW vs. nWo - World Tour (Europe),WCWvs.NWO:World Tour,NWNP,0 (0x00),big,177b179b78c86b97ac5ee21d7eed543ddd1a1a71a41d74adcb4c7bbdfff5f479
WCW vs. nWo - World Tour (USA),WCWvs.NWO:World Tour,NWNE,0 (0x00),big,852dc6478e55c13da60080c1ed468ecf6aa2f370c1bb8ba16720622fa931763a
WCW vs. nWo - World Tour (USA) (Rev 1),WCWvs.NWO:World Tour,NWNE,1 (0x01),big,3711c8838b18374d1c7be0192ad824082d33978f00b886d145bc55a782325d4d
WCW-nWo Revenge (Europe),WCW / nWo  REVENGE,NW2P,0 (0x00),big,e4bd4f49d6e2217294cd2f9178488349eabd44155e4ad0436a9d1ddef58c53da
WCW-nWo Revenge (USA),WCW / nWo  REVENGE,NW2E,0 (0x00),big,66c137d326565c6f31f992daba8f67c0aee7f025a142dd249d27019708014b60
"Wetrix (Europe) (En,Fr,De,Es,It,Nl)",Wetrix,NWTP,0 (0x00),big,17d5917ec3235e9e8aff54201d78bd01aa36377f81ac133ed0248d8ab1c61de5
Wetrix (Japan),wetrix,NWTJ,0 (0x00),big,799b8544502af901572ca54e210c082280f57695b538ed6c3a87cccefe840522
"Wetrix (USA) (En,Fr,De,Es,It,Nl)",Wetrix,NWTE,0 (0x00),big,790f36a3ddd64e4dcd08c479b0b66f9080d0191473e92fa895f53d15706167bb
Whack 'n' Roll (USA) (v0.8.2) (Beta) (1998-02-05),whack 'n' roll,(unknown),0 (0x00),big,ff781fc0998e8cff0e76d576ce77ebee7420c43765187f54400161195f07b323
Wheel of Fortune (USA),WHEEL OF FORTUNE,NWFE,0 (0x00),big,5da09844f1f63270830836c42787046d48d72c125a50ae91d46327a93a25e383
Wide-Boy64 AGB (World) (v0.00b) (Beta),(empty),(unknown),0 (0x00),big,9e56f37b24f149bd752a27dd581b418a70b3754f2fb9bb1b218afcdffbfe2c28
Wide-Boy64 AGB (World) (v0.02c),(empty),(unknown),0 (0x00),big,e342bb94e57deaaa7a438acb01e34cdcdd1126251aeafb5061e30210bcbbe61b
Wide-Boy64 AGB (World) (v0.04c),(empty),(unknown),0 (0x00),big,41e9dec235448a9fd983930997ae229921ce779ef22f0a9cd75620ab6ea693f8
Wide-Boy64 CGB (World) (v1.02),(empty),(unknown),0 (0x00),big,bec59ebd23fad5906f9dfb2ddab06a64c843752b5002993cdeea8a011bb3fc56
Wild Choppers (Japan),WILD CHOPPERS,NWCJ,0 (0x00),big,86cb6ee6d6740eb372090dead1a9ae1dd397cd75453941194516451c8220260a
Wildwaters (USA) (1999-06-15) (Proto),(empty),(unknown),0 (0x00),big,2573603e3acaf2ddb432a62be384d76826ef3b1bd29b51f5c5823cc0436922be
WinBack - Covert Operations (USA),WIN BACK,NWDE,0 (0x00),big,526b30f315ab44e6916906ae5851c924b6862e78b2f686356addb44ef26a48cc
WinBack (Japan),WIN BACK,NWDJ,0 (0x00),big,006b8b00d8a1bd683f4379a7331f35520680a9f4e883e30a21c8c349177a02b8
WinBack (Japan) (Rev 1),WIN BACK,NWDJ,1 (0x01),big,d29382c9d11959f77f2af388ce442a9ca1927ab71b98b9f43af61f14b66eccfc
Wipeout 64 (Europe),Wipeout 64,NWPP,0 (0x00),big,56d336877efb7be840d96c476c2c10191e291377ce9dd6ec942f1300f6934897
Wipeout 64 (Europe) (Beta),Wipeout 64,NWPP,0 (0x00),big,21422b3c5fcdeed38b38767ddb2df5ad52c2936e65a20dbbeec50d8a32ba3d8d
Wipeout 64 (USA),Wipeout 64,NWPE,0 (0x00),big,fdcf4ae70d90abef4f299b04664e009a967e55f97a065b43f596b749dd7d6b15
Wizard of the Board (World) (NTSC) (Aftermarket) (Unl),WIZARD OF THE BOARD,E,0 (0x00),big,5c6899205a184ccb75292242007599e330768da96f3047af6a5b8c3eb3ed10c7
Wizard of the Board (World) (PAL) (Aftermarket) (Unl),WIZARD OF THE BOARD,P,0 (0x00),big,e64a9c6f047e2d5c7cfec2c1b81a2ff8b3df4acb0f82ba310b203ff80edcb084
Wonder Project J2 - Koruro no Mori no Jozet (Japan),WONDER PROJECT J2,NJ2J,0 (0x00),big,8bbda06b90ca6cbb897286b05d6bbc3d87464af6a14c3641ec84d2b25610a3aa
"World Cup 98 (Europe) (En,Fr,De,Es,It,Nl,Sv,Da)",World Cup 98,N8WP,0 (0x00),big,8f99290db186f35b4dd96562edc12138146157df5f48ca4b389a8cef1afe7a49
"World Cup 98 (USA) (En,Fr,De,Es,It,Nl,Sv,Da)",World Cup 98,N8WE,0 (0x00),big,45f7895bbf19f4f0c0b41e6a32f847236aef08b85d49b8475357ea846c717daa
"World Driver Championship (Europe) (En,Fr,De,Es,It)",WORLD DRIVER CHAMP,NWOP,0 (0x00),big,535c6b9430f74e36e1347f20e656eeb662af699c40a868e1d4a6bdd3c577f7d4
World Driver Championship (USA),WORLD DRIVER CHAMP,NWOE,0 (0x00),big,e8e3734c5d2453c3a4bc940862545e2b84bdd65299e432548276fd71bccdfd97
"Worms Armageddon (Europe) (En,Fr,De,Es,It,Nl)",WORMS N64,NWUP,0 (0x00),big,d79ebabeef2d0a913c910497e73bf7d188c012fd578ec66a855d7bdbaa6d5bdc
"Worms Armageddon (USA) (En,Fr,Es)",WORMS ARMAGEDDON,NADE,0 (0x00),big,42f408c8d3448233c7f452188270057875164cf763c9194a1bb8e8c8014a9468
"Worms Armageddon (USA) (En,Fr,Es) (Aftermarket) (Unl)",WORMS ARMAGEDDON,NADE,0 (0x00),big,794945d2db742007d6ca98787827a31834db9684513a563c6b31e13612a8fcee
WWF Attitude (Europe),WWF: Attitude,NTIP,0 (0x00),big,403189fe4c003396404f12589e29ec9d6342d908ef87d9d3fc315aa3fa555c06
